GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1301722167,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,EDU,STUDENT,,,,,,EDU,,,0,051,051,05,1,3.4,2,1,2,1.88284518828452,2,"Idaho, United States",US,USID,,44.2394,-114.51,ID,2,"Idaho, United States",US,USID,,44.2394,-114.51,ID,2,"Idaho, United States",US,USID,,44.2394,-114.51,ID,20260430050000,https://www.ktvb.com/article/news/local/idaho-students-build-sheds-veterans-gaining-job-skills-along-the-way/277-7688067c-b14b-46af-b513-8d06f404a781
1301722168,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,051,051,05,1,3.4,1,1,1,2.9673590504451,1,Lebanon,LE,LE,,33.833333,35.833333,LE,3,"Long Hunter State Park, Tennessee, United States",US,USTN,,36.0967,-86.5514,1324607,3,"Long Hunter State Park, Tennessee, United States",US,USTN,,36.0967,-86.5514,1324607,20260430050000,https://www.wgnsradio.com/article/99154/mtsu-achieves-level-ii-arboretum-status-boosting-campus-sustainability
1301722169,20260430,202604,2026,2026.3288,USA,TENNESSEE,USA,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,051,051,05,1,3.4,6,1,6,2.9673590504451,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,20260430050000,https://www.wgnsradio.com/article/99154/mtsu-achieves-level-ii-arboretum-status-boosting-campus-sustainability
1301722170,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,051,051,05,1,3.4,1,1,1,2.9673590504451,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,20260430050000,https://www.wgnsradio.com/article/99154/mtsu-achieves-level-ii-arboretum-status-boosting-campus-sustainability
1301722171,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,EDU,STUDENT,,,,,,EDU,,,0,057,057,05,1,8.0,2,1,2,1.88284518828452,2,"Idaho, United States",US,USID,,44.2394,-114.51,ID,2,"Idaho, United States",US,USID,,44.2394,-114.51,ID,2,"Idaho, United States",US,USID,,44.2394,-114.51,ID,20260430050000,https://www.ktvb.com/article/news/local/idaho-students-build-sheds-veterans-gaining-job-skills-along-the-way/277-7688067c-b14b-46af-b513-8d06f404a781
1301722172,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,EDU,UNIVERSITY,,,,,,EDU,,,1,090,090,09,2,-2.0,4,1,4,-0.10593220338983,3,"University Of Pennsylvania, Pennsylvania, United States",US,USPA,PA101,39.9509,-75.1935,1190216,3,"University Of Pennsylvania, Pennsylvania, United States",US,USPA,,39.9509,-75.1935,1190216,3,"University Of Pennsylvania, Pennsylvania, United States",US,USPA,,39.9509,-75.1935,1190216,20260430050000,https://www.thedp.com/article/2026/04/penn-candidates-rabb-stanford-street-congress
1301722173,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,EDU,UNIVERSITY,,,,,,EDU,,,1,090,090,09,2,-2.0,4,1,4,-0.10593220338983,3,"Philadelphia, Pennsylvania, United States",US,USPA,PA101,39.9523,-75.1638,1209052,3,"Philadelphia, Pennsylvania, United States",US,USPA,PA101,39.9523,-75.1638,1209052,3,"Philadelphia, Pennsylvania, United States",US,USPA,PA101,39.9523,-75.1638,1209052,20260430050000,https://www.thedp.com/article/2026/04/penn-candidates-rabb-stanford-street-congress
1301722174,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,141,141,14,3,-6.5,2,1,2,1.88284518828452,2,"Idaho, United States",US,USID,,44.2394,-114.51,ID,2,"Idaho, United States",US,USID,,44.2394,-114.51,ID,2,"Idaho, United States",US,USID,,44.2394,-114.51,ID,20260430050000,https://www.ktvb.com/article/news/local/idaho-students-build-sheds-veterans-gaining-job-skills-along-the-way/277-7688067c-b14b-46af-b513-8d06f404a781
1301722175,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,ESP,SPANISH,ESP,,,,,,,,0,010,010,01,1,0.0,2,1,2,-1.82704019488429,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,20260430050000,https://www.nbcdfw.com/news/nbc-5-responds/spike-fake-insurance-cards/4017572/
1301722176,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,ESP,SPANISH,ESP,,,,,,,,0,010,010,01,1,0.0,2,1,2,-1.82704019488429,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,1,Spain,SP,SP,,40,-4,SP,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,20260430050000,https://www.nbcdfw.com/news/nbc-5-responds/spike-fake-insurance-cards/4017572/
1301722177,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,ETH,ETHIOPIA,ETH,,,,,,,,0,042,042,04,1,1.9,4,1,4,-2.81211372064277,3,"Yellow River, Indiana, United States",US,USIN,IN149,41.2712,-86.8264,452845,4,"Aksum, Tigray, Ethiopia",ET,ET53,40850,14.1245,38.7244,-603658,4,"Aksum, Tigray, Ethiopia",ET,ET53,40850,14.1245,38.7244,-603658,20260430050000,https://www.thetimes.com/uk/history/article/has-this-british-writer-reinvented-history-joe-rogan-thinks-so-nv7ft6vpm
1301722178,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,ETH,ETHIOPIA,ETH,,,,,,,,0,043,043,04,1,2.8,2,1,2,-2.81211372064277,3,"Yellow River, Indiana, United States",US,USIN,IN149,41.2712,-86.8264,452845,4,"Aksum, Tigray, Ethiopia",ET,ET53,40850,14.1245,38.7244,-603658,3,"Yellow River, Indiana, United States",US,USIN,,41.2712,-86.8264,452845,20260430050000,https://www.thetimes.com/uk/history/article/has-this-british-writer-reinvented-history-joe-rogan-thinks-so-nv7ft6vpm
1301722179,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,ETH,ETHIOPIA,ETH,,,,,,,,0,043,043,04,1,2.8,2,1,2,-2.81211372064277,3,"Yellow River, Indiana, United States",US,USIN,IN149,41.2712,-86.8264,452845,4,"Sanliurfa, Sanliurfa, Turkey",TU,TU63,28238,37.1671,38.7939,-774562,3,"Yellow River, Indiana, United States",US,USIN,,41.2712,-86.8264,452845,20260430050000,https://www.thetimes.com/uk/history/article/has-this-british-writer-reinvented-history-joe-rogan-thinks-so-nv7ft6vpm
1301722180,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,042,042,04,1,1.9,1,1,1,5.3012048192771,3,"Dallas, Texas, United States",US,USTX,TX113,32.7831,-96.8067,1380944,4,"Buckingham Palace, Westminster, United Kingdom",UK,UKP5,40110,51.5,-0.133333,-2591190,3,"Dallas, Texas, United States",US,USTX,TX113,32.7831,-96.8067,1380944,20260430050000,https://www.nbcdfw.com/news/national-international/queen-camilla-conversation-with-jenna-bush-hager/4017913/
1301722181,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,042,042,04,1,1.9,1,1,1,5.3012048192771,3,"Dallas, Texas, United States",US,USTX,TX113,32.7831,-96.8067,1380944,3,"Dallas, Texas, United States",US,USTX,TX113,32.7831,-96.8067,1380944,3,"Dallas, Texas, United States",US,USTX,TX113,32.7831,-96.8067,1380944,20260430050000,https://www.nbcdfw.com/news/national-international/queen-camilla-conversation-with-jenna-bush-hager/4017913/
1301722182,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,051,051,05,1,3.4,1,1,1,5.3012048192771,3,"Dallas, Texas, United States",US,USTX,TX113,32.7831,-96.8067,1380944,4,"Buckingham Palace, Westminster, United Kingdom",UK,UKP5,40110,51.5,-0.133333,-2591190,3,"Dallas, Texas, United States",US,USTX,TX113,32.7831,-96.8067,1380944,20260430050000,https://www.nbcdfw.com/news/national-international/queen-camilla-conversation-with-jenna-bush-hager/4017913/
1301722183,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,051,051,05,1,3.4,1,1,1,5.3012048192771,3,"Dallas, Texas, United States",US,USTX,TX113,32.7831,-96.8067,1380944,3,"Dallas, Texas, United States",US,USTX,TX113,32.7831,-96.8067,1380944,3,"Dallas, Texas, United States",US,USTX,TX113,32.7831,-96.8067,1380944,20260430050000,https://www.nbcdfw.com/news/national-international/queen-camilla-conversation-with-jenna-bush-hager/4017913/
1301722184,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,GOV,ADMINISTRATION,,,,,,GOV,,,0,010,010,01,1,0.0,4,1,4,-0.65005417118093,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,20260430050000,https://www.thedp.com/article/2026/04/penn-ongov-hackathon-1776-labs-government-technology-wharton
1301722185,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,1,020,020,02,1,3.0,2,1,2,0.71942446043165,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,20260430050000,https://www.kcrg.com/2026/04/30/bill-radon-mitigation-new-homes-sees-iowa-senate-approval/
1301722186,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,GOV,FIREFIGHTER,,,,,,GOV,,,1,040,040,04,1,1.0,6,1,6,0.70422535211268,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,20260430050000,https://www.actionnewsjax.com/news/local/firefighter-speaks-about-front-lines-brantley-county-fire/Y4LP3OVGC5C4JLOKYQ3FBVM4OE/
1301722187,20260430,202604,2026,2026.3288,USA,GREENVILLE,USA,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,1,051,051,05,1,3.4,10,1,10,-1.34228187919463,3,"Greenville, South Carolina, United States",US,USSC,SC045,34.8526,-82.394,1245842,3,"Greenville, South Carolina, United States",US,USSC,SC045,34.8526,-82.394,1245842,3,"Greenville, South Carolina, United States",US,USSC,SC045,34.8526,-82.394,1245842,20260430050000,https://www.foxcarolina.com/2026/04/30/upstate-hospital-receives-top-honor-sexual-assault-survivor-care/
1301722188,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,1,100,100,10,3,-5.0,4,1,4,-1.34228187919463,3,"Greenville County, South Carolina, United States",US,USSC,SC045,34.8834,-82.3665,1245489,3,"Greenville County, South Carolina, United States",US,USSC,,34.8834,-82.3665,1245489,3,"Greenville County, South Carolina, United States",US,USSC,,34.8834,-82.3665,1245489,20260430050000,https://www.foxcarolina.com/2026/04/30/upstate-hospital-receives-top-honor-sexual-assault-survivor-care/
1301722189,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,1,173,173,17,4,-5.0,3,1,3,-3.51966873706004,3,"Springdale, Pennsylvania, United States",US,USPA,PA133,39.9507,-76.7147,1188284,3,"Springdale, Pennsylvania, United States",US,USPA,PA133,39.9507,-76.7147,1188284,3,"Springdale, Pennsylvania, United States",US,USPA,PA133,39.9507,-76.7147,1188284,20260430050000,https://www.altoonamirror.com/opinion/editorials/2026/04/rigid-public-comment-rules-do-more-harm/
1301722190,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,190,190,19,4,-10.0,3,1,3,-0.67643742953776,1,India,IN,IN,,20,77,IN,1,India,IN,IN,,20,77,IN,1,India,IN,IN,,20,77,IN,20260430050000,https://business.scoop.co.nz/2026/04/30/luxon-peters-hold-talks-after-emails-reveal-clash-over-nzs-iran-war-stance/
1301722191,20260430,202604,2026,2026.3288,USA,TEXAS,USA,,,,,,,,JUD,SUPREME COURT,,,,,,JUD,,,0,110,110,11,3,-2.0,1,1,1,-2.1978021978022,2,"Alabama, United States",US,USAL,,32.799,-86.8073,AL,2,"Alabama, United States",US,USAL,,32.799,-86.8073,AL,2,"Alabama, United States",US,USAL,,32.799,-86.8073,AL,20260430050000,https://www.newsweek.com/how-supreme-courts-louisiana-decision-could-boost-gop-in-midterms-11895693
1301722192,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,LAB,EMPLOYEE,,,,,,LAB,,,1,100,100,10,3,-5.0,1,1,1,-5.4054054054054,2,"Hawaii, United States",US,USHI,,21.1098,-157.531,HI,3,"Honolulu, Hawaii, United States",US,USHI,HI003,21.3069,-157.858,366212,2,"Hawaii, United States",US,USHI,,21.1098,-157.531,HI,20260430050000,https://www.hawaiinewsnow.com/2026/04/30/hpd-officer-loses-civil-lawsuit-after-failing-show-up-court/
1301722193,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,LAB,EMPLOYEE,,,,,,LAB,,,1,100,100,10,3,-5.0,1,1,1,-5.4054054054054,2,"Hawaii, United States",US,USHI,,21.1098,-157.531,HI,2,"Hawaii, United States",US,USHI,,21.1098,-157.531,HI,2,"Hawaii, United States",US,USHI,,21.1098,-157.531,HI,20260430050000,https://www.hawaiinewsnow.com/2026/04/30/hpd-officer-loses-civil-lawsuit-after-failing-show-up-court/
1301722194,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,LEG,LEGISLATURE,,,,,,LEG,,,0,014,014,01,1,0.0,4,1,4,0.71942446043165,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,20260430050000,https://www.kcrg.com/2026/04/30/bill-radon-mitigation-new-homes-sees-iowa-senate-approval/
1301722195,20260430,202604,2026,2026.3288,USA,IOWA,USA,,,,,,,,LEG,SENATE,,,,,,LEG,,,1,020,020,02,1,3.0,10,1,10,0.71942446043165,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,20260430050000,https://www.kcrg.com/2026/04/30/bill-radon-mitigation-new-homes-sees-iowa-senate-approval/
1301722196,20260430,202604,2026,2026.3288,USA,RALEIGH,USA,,,,,,,,LEG,LAWMAKER,,,,,,LEG,,,1,040,040,04,1,1.0,3,1,3,-0.91463414634147,3,"Raleigh, North Carolina, United States",US,USNC,NC183,35.7721,-78.6386,1024242,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,20260430050000,https://www.wwaytv3.com/high-school-students-meet-with-state-lawmakers-to-discuss-stronger-nicotine-law/
1301722197,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,LEG,SENATE,,,,,,LEG,,,1,040,040,04,1,1.0,2,1,2,-0.91463414634147,3,"Cape Fear Academy, North Carolina, United States",US,USNC,NC129,34.1702,-77.8939,982617,3,"Cape Fear Academy, North Carolina, United States",US,USNC,,34.1702,-77.8939,982617,3,"Cape Fear Academy, North Carolina, United States",US,USNC,,34.1702,-77.8939,982617,20260430050000,https://www.wwaytv3.com/high-school-students-meet-with-state-lawmakers-to-discuss-stronger-nicotine-law/
1301722198,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,LEG,LAWMAKER,,,,,,LEG,,,1,040,040,04,1,1.0,2,1,2,-0.91463414634147,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,20260430050000,https://www.wwaytv3.com/high-school-students-meet-with-state-lawmakers-to-discuss-stronger-nicotine-law/
1301722199,20260430,202604,2026,2026.3288,USA,NORTH CAROLINA,USA,,,,,,,,LEG,LEGISLATOR,,,,,,LEG,,,0,046,046,04,1,7.0,2,1,2,-0.91463414634147,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,20260430050000,https://www.wwaytv3.com/high-school-students-meet-with-state-lawmakers-to-discuss-stronger-nicotine-law/
1301722200,20260430,202604,2026,2026.3288,USA,IOWA,USA,,,,,,,,LEG,SENATE,,,,,,LEG,,,1,051,051,05,1,3.4,20,1,10,-0.418410041841,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,20260430050000,https://www.kcci.com/article/senate-approves-bill-stripping-references-to-affirmative-action-from-iowa-law/71169340
1301722201,20260430,202604,2026,2026.3288,USA,NEW HAMPSHIRE,USA,,,,,,,,LEG,CHAMBER,,,,,,LEG,,,1,060,060,06,2,6.0,7,1,7,2.54372019077901,4,"Dilijan, Tavush, Armenia",AM,AM09,4932,40.741,44.8636,-2324702,4,"Dilijan, Tavush, Armenia",AM,AM09,4932,40.741,44.8636,-2324702,4,"Dilijan, Tavush, Armenia",AM,AM09,4932,40.741,44.8636,-2324702,20260430050000,https://mirrorspectator.com/2026/04/29/tca-sponsors-ucla-vem-string-quartet-tour-of-philly-boston-montreal-detroit-and-la/
1301722202,20260430,202604,2026,2026.3288,USA,IOWA,USA,,,,,,,,LEG,LAWMAKER,,,,,,LEG,,,0,100,100,10,3,-5.0,10,1,10,-12.7226463104326,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,20260430050000,https://www.kcci.com/article/iowa-senate-approves-rewritten-animal-torture-legislation/70111414
1301722203,20260430,202604,2026,2026.3288,USA,IOWA,USA,,,,,,,,LEG,LAWMAKER,,,,,,LEG,,,0,1822,182,18,4,-9.0,10,1,10,-12.7226463104326,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,20260430050000,https://www.kcci.com/article/iowa-senate-approves-rewritten-animal-torture-legislation/70111414
1301722204,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,MED,JOURNALIST,,,,,,MED,,,1,040,040,04,1,1.0,1,1,1,1.8324607329843,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,20260430050000,https://www.wrestlezone.com/news/1635840-carol-sammartino-wife-wwe-bruno-sammartino-passes-away-96
1301722205,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,MED,JOURNALIST,,,,,,MED,,,0,046,046,04,1,7.0,2,1,2,-0.25814138204924,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,20260430050000,https://radio.wpsu.org/2026-04-29/a-pro-democracy-case-against-objectivity
1301722206,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,MED,MEDIA,,,,,,MED,,,1,046,046,04,1,7.0,2,1,2,-2.94612794612795,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260430050000,https://radio.wpsu.org/2026-04-29/trolling-the-news-in-an-attention-economy
1301722207,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,NZL,NEW ZEALAND,NZL,,,,,,,,1,043,043,04,1,2.8,2,1,2,-2.4904214559387,1,New Zealand,NZ,NZ,,-42,174,NZ,1,New Zealand,NZ,NZ,,-42,174,NZ,1,New Zealand,NZ,NZ,,-42,174,NZ,20260430050000,https://www.aol.co.uk/articles/family-zealand-woman-detained-ice-042144074.html
1301722208,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,SGP,SINGAPORE,SGP,,,,,,,,1,070,070,07,2,7.0,2,1,2,-0.20491803278688,1,Australia,AS,AS,,-25,135,AS,1,Singapore,SN,SN,,1.366667,103.8,SN,1,Singapore,SN,SN,,1.366667,103.8,SN,20260430050000,https://www.fool.com.au/2026/04/30/why-this-asx-defence-stock-is-falling-today-despite-a-massive-660-run/
1301722209,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,SGP,SINGAPORE,SGP,,,,,,,,1,070,070,07,2,7.0,8,1,8,-0.20491803278688,1,United States,US,US,,39.828175,-98.5795,US,1,Singapore,SN,SN,,1.366667,103.8,SN,1,Singapore,SN,SN,,1.366667,103.8,SN,20260430050000,https://www.fool.com.au/2026/04/30/why-this-asx-defence-stock-is-falling-today-despite-a-massive-660-run/
1301722210,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,TUR,TURKEY,TUR,,,,,,,,0,043,043,04,1,2.8,2,1,2,-2.81211372064277,3,"Yellow River, Indiana, United States",US,USIN,IN149,41.2712,-86.8264,452845,4,"Sanliurfa, Sanliurfa, Turkey",TU,TU63,28238,37.1671,38.7939,-774562,3,"Yellow River, Indiana, United States",US,USIN,,41.2712,-86.8264,452845,20260430050000,https://www.thetimes.com/uk/history/article/has-this-british-writer-reinvented-history-joe-rogan-thinks-so-nv7ft6vpm
1301722211,20260430,202604,2026,2026.3288,USA,CHICAGO,USA,,,,,,,,USACOP,UNITED STATES,USA,,,,,COP,,,1,0841,084,08,2,7.0,4,1,4,-6.10687022900764,3,"Chicago, Illinois, United States",US,USIL,IL031,41.85,-87.6501,423587,3,"Chicago, Illinois, United States",US,USIL,IL031,41.85,-87.6501,423587,3,"Chicago, Illinois, United States",US,USIL,IL031,41.85,-87.6501,423587,20260430050000,https://www.kwqc.com:443/2026/04/30/not-12th-chance-republicans-demand-bail-law-changes-after-police-shooting/
1301722212,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,USACOP,UNITED STATES,USA,,,,,COP,,,1,173,173,17,4,-5.0,6,1,6,-5.0131926121372,3,"Des Moines, Iowa, United States",US,USIA,IA153,41.6005,-93.6091,465961,3,"Des Moines, Iowa, United States",US,USIA,,41.6005,-93.6091,465961,3,"Des Moines, Iowa, United States",US,USIA,,41.6005,-93.6091,465961,20260430050000,https://www.kcrg.com/2026/04/30/iowa-ag-rules-des-moines-officer-justified-shooting-man-who-charged-with-knife/
1301722213,20260430,202604,2026,2026.3288,USA,IOWA,USA,,,,,,,,USACOP,UNITED STATES,USA,,,,,COP,,,1,173,173,17,4,-5.0,2,1,2,-5.0131926121372,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,3,"Des Moines, Iowa, United States",US,USIA,,41.6005,-93.6091,465961,3,"Des Moines, Iowa, United States",US,USIA,,41.6005,-93.6091,465961,20260430050000,https://www.kcrg.com/2026/04/30/iowa-ag-rules-des-moines-officer-justified-shooting-man-who-charged-with-knife/
1301722214,20260430,202604,2026,2026.3288,USA,TWIN FALLS,USA,,,,,,,,USACOP,UNITED STATES,USA,,,,,COP,,,1,193,193,19,4,-10.0,4,1,4,-6.03448275862069,3,"Twin Falls, Idaho, United States",US,USID,ID083,42.563,-114.461,398273,3,"Twin Falls, Idaho, United States",US,USID,,42.563,-114.461,398273,3,"Twin Falls, Idaho, United States",US,USID,,42.563,-114.461,398273,20260430050000,https://www.ktvb.com/article/news/local/isolated-incident-twin-falls-home-closes-several-roads-police-say/277-5a0504f3-7cff-4063-86cd-1a7908f6e459
